title,author,journal,issn,volume,pages,date,display_date,doi,citations,year
SECOND LANGUAGE ACQUISITION RESEARCH in the LABORATORY,Hulstijn J.H.,Studies in Second Language Acquisition,02722631,19,131-143,1997-06-01,1 June 1997,10.1017/S0272263197002015,82,1997
Successive Approximations to an Adequate Model of Attention,Van Der Heijden A.H.C.,Consciousness and Cognition,10538100,6,413-428,1997-06-01,June 1997,10.1006/ccog.1996.0284,13,1997
Brain Mechanisms of Cognitive Skills,Posner M.,Consciousness and Cognition,10538100,6,267-290,1997-06-01,June 1997,10.1006/ccog.1997.0301,71,1997
Weight Loss in Rats Produced by Running: Effects of Prior Experience and Individual Housing,Boakes R.,Quarterly Journal of Experimental Psychology Section B: Comparative and Physiological Psychology,02724995,50,129-148,1997-05-01,May 1997,NA,63,1997
"Dream Recall: State or Trait Variable? Part II: State Factors, Investigations and Final Conclusions",Schredl M.,"Imagination, Cognition and Personality",02762366,16,239-261,1997-03-01,March 1997,10.2190/9VUV-WMP7-NKBL-62DA,31,1997
The Stream of Consciousness: XIII. Bodily Self-Awareness and Aron Gurwitsch's Margin,Natsoulas T.,"Imagination, Cognition and Personality",02762366,16,281-300,1997-03-01,March 1997,10.2190/E6AF-YB5H-FFM6-7J0F,3,1997
The uncertain response in humans and animals,Smith J.D.,Cognition,00100277,62,75-97,1997-02-02,2 February 1997,10.1016/S0010-0277(96)00726-3,135,1997
Rules of Evidence: A Larger Context for the Statistical Debate,Scarr S.,Psychological Science,09567976,8,16-17,1997-01-01,January 1997,10.1111/j.1467-9280.1997.tb00537.x,25,1997
"Sound affects of poetry: Critical impressionism, reductionism and cognitive poetics",Tsur R.,Pragmatics and Cognition,09290907,5,283-304,1997-01-01,1997,10.1075/pc.5.2.05tsu,10,1997
"Thick description, fat syntax, and alternative conceptual systems",Jones T.,Pragmatics and Cognition,09290907,5,131-162,1997-01-01,1997,10.1075/pc.5.1.08jon,2,1997
A stringent test of the influence of attitudes on text memory,Zimny S.,Discourse Processes,0163853X,24,167-197,1997-01-01,1997,10.1080/01638539709545012,1,1997
Gender differences in early mother-child interactions: Talking about an imminent event,Eisenmann B.,Discourse Processes,0163853X,24,309-335,1997-01-01,1997,10.1080/01638539709545017,1,1997
Significance testing in psychological research: Some Persisting Issues,Estes W.K.,Psychological Science,09567976,8,18-20,1997-01-01,January 1997,10.1111/j.1467-9280.1997.tb00538.x,30,1997
The mutual enrichment of basic and applied research in psychological science and practice,Davison G.,Psychological Science,09567976,8,194-197,1997-01-01,May 1997,10.1111/j.1467-9280.1997.tb00411.x,6,1997
"Memory, amnesia, and dissociative identity disorder",Eich E.,Psychological Science,09567976,8,417-422,1997-01-01,November 1997,10.1111/j.1467-9280.1997.tb00454.x,61,1997
The acquisition of null and overt pronominals in Japanese by English speakers,Kanno K.,Second Language Research,02676583,13,265-287,1997-01-01,July 1997,10.1191/026765897673070746,51,1997
The essential notion of race,Eberhardt J.,Psychological Science,09567976,8,198-203,1997-01-01,May 1997,10.1111/j.1467-9280.1997.tb00412.x,18,1997
Other folks' theories of mind and behavior,Lillard A.,Psychological Science,09567976,8,268-274,1997-01-01,July 1997,10.1111/j.1467-9280.1997.tb00437.x,68,1997
Group research trends in social and organizational psychology: Whatever Happened to Intragroup Research?,Sanna L.J.,Psychological Science,09567976,8,261-267,1997-01-01,July 1997,10.1111/j.1467-9280.1997.tb00436.x,60,1997
The Effects of Induced and Naturally Occurring Dysphoric Mood on Biases in Self-evaluation and Memory,Gilboa E.,Cognition and Emotion,02699931,11,65-82,1997-01-01,January 1997,10.1080/026999397380032,24,1997
Children's and Adults' Attributions of Emotion to a Wrongdoer: The Influence of the Onlooker's Reaction,Murgatroyd S.J.,Cognition and Emotion,02699931,11,83-101,1997-01-01,January 1997,10.1080/026999397380041,14,1997
Hemispheric asymmetries for spatial frequency discrimination in a selective attention task,Proverbio A.,Brain and Cognition,02782626,34,311-320,1997-01-01,July 1997,10.1006/brcg.1997.0901,43,1997
The effects of alignability on memory,Markman A.B.,Psychological Science,09567976,8,363-367,1997-01-01,September 1997,10.1111/j.1467-9280.1997.tb00426.x,83,1997
Complex mathematical problem solving by individuals and dyads,Vye N.J.,Cognition and Instruction,07370008,15,435-484,1997-01-01,1997,10.1207/s1532690xci1504_1,50,1997
On the logical integrity of children's arguments,Anderson R.C.,Cognition and Instruction,07370008,15,135-167,1997-01-01,1997,10.1207/s1532690xci1502_1,111,1997
The puzzle of negation: How children move from communicative to grammatical negation in ASL,Anderson D.E.,Applied Psycholinguistics,01427164,18,411-429,1997-01-01,December 1997,10.1017/s0142716400010912,39,1997
Effects of principle explanation and superficial similarity on analogical mapping in problem solving,Ross B.H.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,23,427-440,1997-01-01,March 1997,10.1037/0278-7393.23.2.427,80,1997
"Imprinting, Conditioning, and Within-event Learning",Honey R.C.,Quarterly Journal of Experimental Psychology Section B: Comparative and Physiological Psychology,02724995,50,97-110,1997-01-01,May 1997,10.1080/027249997393565,17,1997
Metaphor in using and understanding euphemism and dysphemism,Pfaff K.L.,Applied Psycholinguistics,01427164,18,59-83,1997-01-01,March 1997,10.1017/s0142716400009875,48,1997
Superior Sensitivity for Tactile Stimuli Oriented Proximally-Distally on the Finger: Implications for Mixed Class 1 and Class 2 Anisotropies,Essock E.,Journal of Experimental Psychology: Human Perception and Performance,00961523,23,515-527,1997-01-01,April 1997,10.1037/0096-1523.23.2.515,54,1997
Processing in the Stroop task: Mental set as a determinant of performance,Bauer B.,Canadian Journal of Experimental Psychology,11961961,51,61-68,1997-01-01,1997,10.1037/1196-1961.51.1.61,46,1997
Hidden emotions: Preschoolers' knowledge of appearance-reality and emotion display rules,Banerjee M.,Social Cognition,0278016X,15,107-132,1997-01-01,Summer 1997,10.1521/soco.1997.15.2.107,85,1997
Effects of Background Knowledge on Object Categorization and Part Detection,Lin E.,Journal of Experimental Psychology: Human Perception and Performance,00961523,23,1153-1169,1997-01-01,August 1997,10.1037/0096-1523.23.4.1153,88,1997
Rephrasing between disjunctives and conditionals: Mental models and the effects of thematic content,Richardson J.,Quarterly Journal of Experimental Psychology Section A: Human Experimental Psychology,02724987,50,358-385,1997-01-01,1997,10.1080/713755713,22,1997
Straight talk about linear separability,Smith J.D.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,23,659-680,1997-01-01,May 1997,10.1037/0278-7393.23.3.659,85,1997
Crediting Causality,Spellman B.,Journal of Experimental Psychology: General,00963445,126,323-348,1997-01-01,December 1997,10.1037/0096-3445.126.4.323,100,1997
Chunks are not enough: The insufficiency of feature frequency-based explanations of artificial grammar learning,Higham P.A.,Canadian Journal of Experimental Psychology,11961961,51,126-137,1997-01-01,1997,10.1037/1196-1961.51.2.126,20,1997
Memory improvement tapes: How effective for elderly adults?,Rebok G.W.,"Aging, Neuropsychology, and Cognition",13825585,4,304-312,1997-01-01,1997,10.1080/13825589708256655,14,1997
Pragmatic language disorder and perspective taking in autistic speakers,Volden J.,Applied Psycholinguistics,01427164,18,181-198,1997-01-01,June 1997,10.1017/s0142716400009966,35,1997
Viewing strategies for simple and chimeric faces: An investigation of perceptual bias in normals and schizophrenic patients using visual scan paths,Phillips M.L.,Brain and Cognition,02782626,35,225-238,1997-01-01,November 1997,10.1006/brcg.1997.0939,69,1997
Read it and believe it: How metaphor constructs ideology in news discourse. A case study,Kitis E.,Journal of Pragmatics,03782166,28,557-590,1997-01-01,November 1997,10.1016/s0378-2166(97)00075-1,67,1997
Enhanced metamemory at delays: Why do judgments of learning improve over time?,Kelemen W.L.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,23,1394-1409,1997-01-01,November 1997,10.1037/0278-7393.23.6.1394,91,1997
Very long-term amnesia in association with temporal lobe epilepsy: Evidence for multiple-stage consolidation processes,Kapur N.,Brain and Cognition,02782626,35,58-70,1997-01-01,October 1997,10.1006/brcg.1997.0927,113,1997
Examining the right temporal lobe's role in nonverbal memory,Barr W.,Brain and Cognition,02782626,35,26-41,1997-01-01,October 1997,10.1006/brcg.1997.0925,108,1997
Accelerated forgetting in association with temporal lobe epilepsy and paraneoplastic encephalitis,O'Connor M.,Brain and Cognition,02782626,35,71-84,1997-01-01,October 1997,10.1006/brcg.1997.0928,98,1997
An investigation of cued recall of multiattribute stimuli,Ward G.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,23,1247-1260,1997-01-01,September 1997,10.1037/0278-7393.23.5.1247,4,1997
Artifactual kinds and functional design features: What a primate understands without language,Hauser M.D.,Cognition,00100277,64,285-308,1997-01-01,September 1997,10.1016/S0010-0277(97)00028-0,124,1997
False categories in cognition: The Not-The-Liver fallacy,Bedford F.L.,Cognition,00100277,64,231-248,1997-01-01,September 1997,10.1016/S0010-0277(97)00019-X,13,1997
The use of categories affects classification,Ross B.H.,Journal of Memory and Language,0749596X,37,240-267,1997-01-01,August 1997,10.1006/jmla.1997.2515,60,1997
Alors and donc in spoken French: A reanalysis,Hansen M.B.M.,Journal of Pragmatics,03782166,28,153-187,1997-01-01,August 1997,10.1016/s0378-2166(96)00086-0,82,1997
Spatial Coupling in the Coordination of Complex Actions,Franz E.A.,Quarterly Journal of Experimental Psychology Section A: Human Experimental Psychology,02724987,50,684-704,1997-01-01,August 1997,10.1080/713755726,85,1997
"Role of the striatum, cerebellum, and frontal lobes in the learning of a visuomotor sequence",Doyon J.,Brain and Cognition,02782626,34,218-245,1997-01-01,July 1997,10.1006/brcg.1997.0899,261,1997
Visuospatial ability of Parkinsonians and elderly adults in location memory tasks,Giraudo M.D.,Brain and Cognition,02782626,34,259-273,1997-01-01,July 1997,10.1006/brcg.1997.0898,20,1997
The Dispersion-Focalization Theory of vowel system,Schwartz J.L.,Journal of Phonetics,00954470,25,255-286,1997-01-01,July 1997,10.1006/jpho.1997.0043,204,1997
Major trends in vowel system inventories,Schwartz J.L.,Journal of Phonetics,00954470,25,233-253,1997-01-01,July 1997,10.1006/jpho.1997.0044,111,1997
Cross-language vowel perception and production by Japanese and Korean learners of English,Ingram J.,Journal of Phonetics,00954470,25,343-370,1997-01-01,July 1997,10.1006/jpho.1997.0048,96,1997
How complex simplex words can be,Schreuder R.,Journal of Memory and Language,0749596X,37,118-139,1997-01-01,July 1997,10.1006/jmla.1997.2510,311,1997
'Open' class repair initiators in response to sequential sources of troubles in conversation,Drew P.,Journal of Pragmatics,03782166,28,69-101,1997-01-01,July 1997,10.1016/s0378-2166(97)89759-7,546,1997
Extrapolation: The sine qua non for abstraction in function learning,DeLosh E.L.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,23,968-986,1997-01-01,July 1997,10.1037/0278-7393.23.4.968,174,1997
Judgments of ordinality and summation of number symbols by squirrel monkeys (Saimiri sciureus),Olthof A.,Journal of Experimental Psychology: Animal Behavior Processes,00977403,23,325-339,1997-01-01,July 1997,10.1037/0097-7403.23.3.325,93,1997
Some interactional achievements of other-initiated repair in multiperson conversation,Egbert M.M.,Journal of Pragmatics,03782166,27,611-634,1997-01-01,May 1997,10.1016/s0378-2166(96)00039-2,76,1997
Direct and indirect stimulus-frequency effects in recognition,Maddox W.T.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,23,539-559,1997-01-01,May 1997,10.1037/0278-7393.23.3.539,73,1997
Investigating the relation between imagery and perception: Evidence from face priming,Cabeza R.,Quarterly Journal of Experimental Psychology Section A: Human Experimental Psychology,02724987,50,274-289,1997-01-01,1997,10.1080/027249897392099,24,1997
The metrics of spatial situation models,Rinck M.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,23,622-637,1997-01-01,May 1997,10.1037/0278-7393.23.3.622,85,1997
Yukagir focus in a typological perspective,Maslova E.,Journal of Pragmatics,03782166,27,457-475,1997-01-01,April 1997,10.1016/s0378-2166(96)00038-0,13,1997
Effects of repeated disorientation on the acquisition of spatial tasks in rats: Dissociation between the appetitive radial arm maze and aversive water maze,Dudchenko P.A.,Journal of Experimental Psychology: Animal Behavior Processes,00977403,23,194-210,1997-01-01,April 1997,10.1037/0097-7403.23.2.194,103,1997
Focused Attention Distorts Visual Space: An Attentional Repulsion Effect,Suzuki S.,Journal of Experimental Psychology: Human Perception and Performance,00961523,23,443-463,1997-01-01,April 1997,10.1037/0096-1523.23.2.443,179,1997
Memory for Visual Motion,Blake R.,Journal of Experimental Psychology: Human Perception and Performance,00961523,23,353-369,1997-01-01,April 1997,10.1037/0096-1523.23.2.353,70,1997
Neural Dynamics of Variable-Rate Speech Categorization,Grossberg S.,Journal of Experimental Psychology: Human Perception and Performance,00961523,23,481-503,1997-01-01,April 1997,10.1037/0096-1523.23.2.481,96,1997
Level of consciousness and memory during the intracarotid sodium amobarbital procedure,Meador K.,Brain and Cognition,02782626,33,178-188,1997-01-01,March 1997,10.1006/brcg.1997.0891,18,1997
Effect of focus lateralization on memory assessment during the intracarotid amobarbital procedure,Rouleau I.,Brain and Cognition,02782626,33,224-241,1997-01-01,March 1997,10.1006/brcg.1997.0894,10,1997
Effects of hemisphere speech dominance and seizure focus on patterns of behavioral response errors for three types of stimuli,Rausch R.,Brain and Cognition,02782626,33,161-177,1997-01-01,March 1997,10.1006/brcg.1997.0890,3,1997
"Patterns of language dominance in focal left and right hemisphere epilepsies: Relation to MRI findings, EEG, sex, and age at onset of epilepsy",Helmstaedter C.,Brain and Cognition,02782626,33,135-150,1997-01-01,March 1997,10.1006/brcg.1997.0888,151,1997
Indirectness in L1 and L2 academic writing,Hinkel E.,Journal of Pragmatics,03782166,27,361-386,1997-01-01,March 1997,10.1016/s0378-2166(96)00040-9,106,1997
From bonding to biting: Conversational joking and identity display,Boxer D.,Journal of Pragmatics,03782166,27,275-294,1997-01-01,March 1997,10.1016/s0378-2166(96)00031-8,379,1997
